id,ext:score,title,status,packaging,text-representation-language,text-representation-script,artist-credit-name,artist-credit-artist-id,artist-credit-artist-name,artist-credit-artist,sort-name,release-group-id,release-group-type,release-group-title,release-group-primary-type,date,country,release-event-list-date,release-event-list-area-id,release-event-list-area-name,release-event-list-area-sort-name,release-event-list-area-iso-3166-1-code-list,label-info-list-catalog-number,label-info-list-label-id,label-info-list-label-name,medium-list-format,medium-list-disc-list,medium-list-disc-count,medium-list-track-list,medium-list-track-count,medium-track-count,medium-count,tag-list,artist-credit-phrase,score,artist-credit-artist-sort-name,index,pitchfork-score,title_,genres,album-popularity,artist-popularity,followers,top-genre
52bd6597-8367-4678-8e30-aac54f1d50b9,100.0,Acousmatic Sorcery,Official,,eng,Latn,Willis Earl Beal,ceb097e2-1602-4f53-b01d-043e408fd42c,Willis Earl Beal,,,c0747e22-17fe-42ba-ae7c-03485122c59e,Album,Acousmatic Sorcery,Album,,,,,,,,40564,cdf0663d-a8d5-43bd-ae64-5578a59840ff,Hot Charity,,[],0.0,[],17.0,17.0,1.0,[],Willis Earl Beal,4.0,"Beal, Willis Earl",383.0,7.2,Acousmatic Sorcery,['alternative americana'],16,35,19857,alternative americana
c37b8014-9c50-42fa-b731-682ccf0247a3,100.0,"World, You Need a Change of Mind",Official,None,eng,Latn,Kindness,71828a18-b630-4f50-8f75-51e71d31b807,Kindness,,,6582c8a2-dc7f-4e05-9d57-7ab7d7174007,Album,"World, You Need a Change of Mind",Album,2012-03-19,DE,2012-03-19,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,Germany,DE,,9810552b-536f-489c-a830-e82d3369a94c,Female Energy,Digital Media,[],0.0,[],10.0,10.0,1.0,[],Kindness,7.0,Kindness,384.0,6.4,"World, You Need a Change of Mind","['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'electronica', 'electropop', 'escape room', 'indie r&b', 'indie soul', 'indietronica', 'new rave', 'uk alternative pop']",35,52,67415,alternative dance
f3033a88-6614-4291-8d30-ae35eee3d66f,100.0,Locked Down,Official,,eng,Latn,Turbonegro,6ee1ab2b-885c-4c91-b9a5-46b3f6769812,Turboneger,,,037a02b3-b062-335b-8f84-27d3354c175d,Single,Locked Down,Single,2003,GB,2003,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,BHR 1081,cd84bba3-342f-4b3d-93cd-a2b2e79465fe,Burning Heart Records,CD,[],0.0,[],3.0,3.0,1.0,[],Turbonegro,7.0,Turboneger,385.0,0.0,Locked Down,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'roots rock', 'singer-songwriter', 'soul']",44,61,158694,blues
c2577e26-8c53-42de-a938-7d002f1aea96,100.0,Spooky Action at a Distance,Official,Jewel Case,eng,Latn,Decoder Ring,53b063c8-a841-41c5-84d3-ebbcdd8e350f,Decoder Ring,,,bf94725a-587f-3026-84aa-8c34cbe60097,EP,Spooky Action at a Distance,EP,2002-04-22,AU,2002-04-22,106e0bec-b638-3b37-b731-f53d507dc00e,Australia,Australia,AU,TAP001,61364649-084f-41fc-83d8-81419c640bfa,Hello Cleveland!,CD,[],0.0,[],5.0,5.0,1.0,[],Decoder Ring,6.0,Decoder Ring,386.0,0.0,Spooky Action at a Distance,"['noise pop', 'nu gaze']",31,26,19253,noise pop
58f13c30-8e48-499f-8a94-c43fcca88a8f,100.0,Mr. Impossible,Official,Digipak,eng,Latn,Blaise Guld,4c879801-e880-4c03-a2c8-94da52c7428b,Blaise Guld,,,518d9e80-9b69-41b0-842e-a6739b355323,EP,Mr. Impossible,EP,2014,US,2014,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,,,CD,[],0.0,[],4.0,4.0,1.0,[],Blaise Guld,5.0,"Guld, Blaise",387.0,0.0,Mr. Impossible,"['freak folk', 'noise pop', 'noise rock', 'noisecore', 'rhode island indie']",12,20,9730,freak folk
07900553-5436-4371-be12-f002aaf8272f,100.0,Sweet Heart Sweet Light,Official,,eng,Latn,Spiritualized,65041e06-83d2-4987-ae52-c17a915fc82a,Spiritualized,,,9b5bf979-122c-4b5d-b73d-4c22ff193828,Album,Sweet Heart Sweet Light,Album,2012-04-16,GB,2012-04-16,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,DS045CD,42e9621e-ebe2-4359-908a-c0f1382aa613,Double Six Records,CD,[],1.0,[],11.0,11.0,1.0,[],Spiritualized,8.0,Spiritualized,388.0,8.8,Sweet Heart Sweet Light,"['alternative rock', 'art pop', 'art rock', 'britpop', 'chamber pop', 'dream pop', 'freak folk', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'nu gaze', 'shoegaze', 'singer-songwriter', 'slow core']",28,54,147468,alternative rock
8f595420-56a5-47bb-bdb7-6bf5bcc13710,100.0,With Siinai: Heartbreaking Bravery,Official,,eng,Latn,Moonface,356606f6-2a91-4366-bc68-713524ac6861,Moonface,,,a41b9bb2-7172-4cf0-987d-3444ea0f1c60,Album,Heartbreaking Bravery,Album,,,,,,,,jag210,42e06800-76f8-4a5b-a9b6-0983a5d72f17,Jagjaguwar,CD,[],1.0,[],10.0,10.0,1.0,[],Moonface,6.0,Moonface,390.0,7.7,With Siinai: Heartbreaking Bravery,['Unknown'],0,0,0,Unknown
1cd7c764-28bb-4df1-af3f-6c0b6bf5e95c,100.0,The Money Store,Official,None,,,Death Grips,f9133036-ab3d-4e97-bd11-7a2c98ad148a,Death Grips,,,aa0b4e86-358e-4c92-aecd-94f5f59233f7,Album,The Money Store,Album,2012,XW,2012,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,,,,Digital Media,[],0.0,[],13.0,13.0,1.0,[],Death Grips,10.0,Death Grips,391.0,6.7,The Money Store,"['alternative hip hop', 'escape room', 'experimental hip hop', 'industrial hip hop']",65,65,426664,alternative hip hop
e4ea0265-f8f2-485f-913d-9ebee849bf87,100.0,Dross Glop,Official,Cardboard/Paper Sleeve,eng,Latn,Battles,8522b9b6-b295-48d7-9a10-8618fb80beb8,Battles,,,c51567ba-ae6a-460e-85d9-807d81631c79,Remix,Dross Glop,Album,2012-04-16,GB,2012-04-16,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,WARP CD226,46f0f4cd-8aab-4b33-b698-f459faf64190,Warp,CD,[],1.0,[],12.0,12.0,1.0,[],Battles,6.0,Battles,392.0,7.8,Dross Glop,"['alternative dance', 'dance-punk', 'experimental pop', 'experimental rock', 'freak folk', 'instrumental math rock', 'math rock', 'new rave', 'noise pop', 'noise rock', 'post-rock']",22,48,117243,alternative dance
d23bc978-1586-4ec7-aaa1-567f3027d76b,100.0,Blunderbuss,Official,,eng,Latn,Will & The Bushmen,b4dee492-9e62-4dc6-b588-252be5ea4695,Will & The Bushmen,,,190ef39f-8053-379c-8e04-5351788a42a2,Album,Blunderbuss,Album,1991-11-20,US,1991-11-20,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,,,CD,[],0.0,[],11.0,11.0,1.0,[],Will & The Bushmen,6.0,Will & The Bushmen,393.0,0.0,Blunderbuss,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",55,64,1006294,alternative rock
cfd06a19-150c-4ed4-b91c-1c96880a5338,100.0,Sinews,Official,None,eng,Latn,White Suns,d41a6d66-fba6-4945-b370-cfbc3038bedc,White Suns,,,8148dd77-82bd-4a7c-8934-b79fe20ba3e4,Album,Sinews,Album,2012-04-20,XW,2012-04-20,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,,,,Digital Media,[],0.0,[],6.0,6.0,1.0,"[{'count': '1', 'name': 'noise rock'}]",White Suns,8.0,White Suns,394.0,0.0,Sinews,['noise punk'],6,8,1721,noise punk
01b3b9bd-f39e-3cf6-886c-1cdb5bb21e1f,100.0,R.I.P.,Official,,eng,Latn,Coroner,509dc5b1-f264-43f3-9035-473e7020e77f,Coroner,,,a4909431-2941-31f0-b9f3-c9cb28e26c71,Album,R.I.P.,Album,1989,DE,1989,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,Germany,DE,N 0075-2,6bbc25c4-f139-4776-88af-8d666db944dd,Noise International,CD,[],2.0,[],13.0,13.0,1.0,[],Coroner,,Coroner,395.0,0.0,R.I.P.,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",70,77,1351412,dance pop
c0b51d77-efa8-4849-8a24-095ac377138e,100.0,Harmonicraft,Official,,eng,Latn,Torche,a04428a8-f7df-42fe-95dc-47762fe346f6,Torche,,,3a020634-0c18-471c-8556-55c823ce1813,Album,Harmonicraft,Album,2012-04-24,US,2012-04-24,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,VOL 02929,211ff907-09db-4050-9b46-f5b19f6476c5,Volcom Entertainment,CD,[],1.0,[],13.0,13.0,1.0,[],Torche,8.0,Torche,396.0,6.5,Harmonicraft,"['doom metal', 'drone metal', 'mathcore', 'miami metal', 'post-doom metal', 'post-hardcore', 'post-metal', 'sludge metal', 'stoner metal', 'stoner rock']",35,44,40560,doom metal
158dbf5d-9035-421e-83a3-3f3977cd264b,100.0,History Will Absolve Me,Official,,eng,Latn,Billy Woods,f30fea51-fa9c-4067-bc49-fc43236e89ba,Billy Woods,,,0c3e5354-36d0-4b34-b70d-4aa02ac37f35,Album,History Will Absolve Me,Album,2012,XW,2012,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,,,,Digital Media,[],0.0,[],18.0,18.0,1.0,"[{'count': '1', 'name': 'underground hip hop'}]",Billy Woods,8.0,"Woods, Billy",397.0,0.0,History Will Absolve Me,"['alternative hip hop', 'escape room']",33,48,23227,alternative hip hop
035385d9-f7f5-440f-afa4-3df0b5079540,100.0,Galaxy Garden,Official,None,eng,Latn,Lone,cb8fc40c-bde5-4a84-94e4-ee1d4de385be,Lone,,,c2786693-00d0-473d-a45c-efc8d71db134,Album,Galaxy Garden,Album,2012-05-06,XW,2012-05-06,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,RS1206DD,77bc13d5-ad62-4a2a-afd8-7e184f090708,R&S Records,Digital Media,[],0.0,[],12.0,12.0,1.0,[],Lone,8.0,Lone,400.0,8.2,Galaxy Garden,"['bass music', 'deep house', 'downtempo', 'electronica', 'float house', 'fluxwork', 'future garage', 'intelligent dance music', 'lo-fi house', 'microhouse', 'outsider house', 'vaporwave', 'wonky']",31,48,60317,bass music
a9e90261-69e9-4cab-8c84-5aacacfb11fd,100.0,Strange Clouds,Official,Jewel Case,eng,Latn,B.o.B,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,,,5f70eff9-0faf-4df4-a6a5-e843fec74cea,Album,Strange Clouds,Album,2012-05-07,GB,2012-05-07,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,7567-88264-9,50c384a2-0b44-401b-b893-8181173339c7,Atlantic,CD,[],0.0,[],15.0,15.0,1.0,[],B.o.B,4.0,B.o.B,401.0,0.0,Strange Clouds,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",66,78,1696363,atl hip hop
dedb5ac5-cf02-453a-92ae-296d7bef3648,100.0,Ten Stories,Official,,eng,Latn,Rick Elias,fefcce17-4a0c-447f-bc0b-282ab2d117c3,Rick Elias,,,be03441b-e683-31a4-acab-67ec42dd750c,Album,Ten Stories,Album,1991,XW,1991,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,,,,CD,[],0.0,[],10.0,10.0,1.0,[],Rick Elias,6.0,"Elias, Rick",402.0,0.0,Ten Stories,"['dreamo', 'emo', 'indie rock', 'philly indie', 'progressive post-hardcore', 'screamo']",37,53,97122,dreamo
e7beceea-07ca-4223-8993-56a466d75a28,100.0,Bloom Bloom,Official,Digipak,eng,Latn,THE BOYZ,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,THE BOYZ,,,863412b3-3d4f-46d3-bbdb-8a5992c5790d,Single,Bloom Bloom,Single,2019-04-29,KR,2019-04-29,b9f7d640-46e8-313e-b158-ded6d18593b3,South Korea,South Korea,KR,L100005594,edf44391-2fcf-4228-991a-a5bf0feac465,Cre.Ker Entertainment,CD,[],0.0,[],3.0,3.0,1.0,[],THE BOYZ,8.0,"BOYZ, THE",403.0,0.0,Bloom Bloom,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues']",43,46,45978,blues
b56f5676-69f1-4650-a951-6d9148cf770d,100.0,Ufabulum,Official,Digipak,eng,Latn,Squarepusher,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,Squarepusher,,,cb1c8127-448c-4632-99f4-25fe69082ecd,Album,Ufabulum,Album,2012-05-14,GB,2012-05-14,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,WARPCD228,46f0f4cd-8aab-4b33-b698-f459faf64190,Warp,CD,[],1.0,[],10.0,10.0,1.0,[],Squarepusher,6.0,Squarepusher,404.0,6.3,Ufabulum,"['abstract', 'bass music', 'drill and bass', 'electro', 'electronica', 'intelligent dance music', 'microhouse', 'ninja', 'trip hop']",29,53,120756,abstract
7c84d2c2-4f5b-4b85-bd85-93c3d345ce3f,100.0,Control System,Official,Other,eng,Latn,Ab-Soul,acc12019-10e3-40aa-b4bf-66fbb4a692af,Ab-Soul,,,6cf892a6-042f-4c0b-b37b-528c0bf1d5dd,Album,Control System,Album,2012-05-17,US,2012-05-17,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,56d2501f-12b7-4cfd-b8f8-e95189ea27f5,Top Dawg Entertainment,CD-R,[],1.0,[],17.0,17.0,1.0,[],Ab-Soul,8.0,Ab-Soul,405.0,8.1,Control System,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",56,66,643396,alternative hip hop
fb3a3d20-4894-4d9c-9b3a-a1765aed7156,100.0,Macadelic,Promotion,,eng,Latn,Mac Miller,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Mac Miller,,,eb4cfa8a-f9d2-445e-9e00-ed4ca0357d6d,Album,Macadelic,Album,2012-03-23,US,2012-03-23,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,[none],81198c1b-4473-4c7f-9306-64edd711a2d3,Rostrum Records,CD-R,[],0.0,[],17.0,17.0,1.0,[],Mac Miller,,"Miller, Mac",406.0,0.0,Macadelic,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",69,92,4043387,hip hop
d6706e3c-b182-491f-826c-ef980c11dc7b,100.0,Born Villain,Official,Digipak,eng,Latn,Marilyn Manson,5dfdca28-9ddc-4853-933c-8bc97d87beec,Marilyn Manson,,,f645671e-e21f-49a6-9152-5fc57c5b6bb1,Album,Born Villain,Album,2012-04-27,DE,2012-04-27,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,Germany,DE,3700599,10a8a55b-fe80-4df6-978e-fc0548dc04b6,Cooking Vinyl,CD,[],1.0,[],14.0,14.0,1.0,"[{'count': '1', 'name': 'industrial metal'}, {'count': '1', 'name': 'alternative'}, {'count': '1', 'name': 'rock'}]",Marilyn Manson,3.0,Marilyn Manson,407.0,0.0,Born Villain,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']",50,76,2471164,alternative metal
cfe9a399-ab68-4a7a-96c2-8f60c03ca144,100.0,RAP MUSIC,Official,,mul,Jpan,らっぷびと,ea15638e-d7a7-4eef-aa75-2014a330aca1,らっぷびと,,,17b55971-e885-4092-8f08-975f9ae52809,Album,RAP MUSIC,Album,2009-03-11,JP,2009-03-11,2db42837-c832-3c27-b4a3-08198f75693c,Japan,Japan,JP,TOCT-26797,5b0b1350-b302-4ec9-a9fc-4a3c553e4936,Awake Sounds,CD,[],0.0,[],14.0,14.0,1.0,[],らっぷびと,8.0,Rapbit,408.0,0.0,RAP MUSIC,"['dark trap', 'emo rap', 'scream rap']",0,64,80180,dark trap
e3a2164a-1aa0-497b-a82f-464493e2502d,100.0,Natural History,Official,,eng,Latn,Death Chants,29fe5b30-0d94-4cc6-9810-ad34e9716b55,Death Chants,,,aea4d34c-5562-3cc1-af00-93e90426b3a5,EP,Natural History,EP,2006,US,2006,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,3ea22e58-aadb-43b8-9e90-fd77ea90e422,Time-Lag Records,CD,[],0.0,[],3.0,3.0,1.0,[],Death Chants,9.0,Death Chants,409.0,0.0,Natural History,"['country rock', 'mellow gold', 'singer-songwriter', 'soft rock']",29,46,29402,country rock
6de48734-e3b2-451f-8be1-2f65616b1e37,100.0,The Only Place,Official,,eng,Latn,Best Coast,5ab8835e-ac44-4055-9c11-7878199606b5,Best Coast,,,91c1ba14-e712-483a-822a-97abad7fc04c,Single,The Only Place,Single,2012-03-26,US,2012-03-26,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,2c6049c6-7335-4d03-b264-234b314b03b5,Mexican Summer,Digital Media,[],0.0,[],1.0,1.0,1.0,[],Best Coast,3.0,Best Coast,410.0,6.2,The Only Place,"['indie pop', 'indie rock', 'indie surf', 'indietronica', 'la indie', 'metropopolis', 'noise pop', 'nu gaze']",44,60,263958,indie pop
ee805eba-996b-48c6-bccb-52b6ff5f4dd7,100.0,Clear Moon,Official,None,eng,Latn,Mount Eerie,e5306b29-16c0-4520-bb05-6b21f041b2f0,Mount Eerie,,,e494df6e-42a3-4ac0-b9ad-521b2d922ece,Album,Clear Moon,Album,2012-05-22,US,2012-05-22,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,ELV025,6a59fb18-1baf-4c70-9a6a-bbd6ddf43cf0,"P.W. Elverum & Sun, Ltd.",Digital Media,[],0.0,[],11.0,11.0,1.0,[],Mount Eerie,7.0,Mount Eerie,411.0,8.3,Clear Moon,"['alternative rock', 'anti-folk', 'art pop', 'chamber pop', 'dream pop', 'experimental pop', 'freak folk', 'indie folk', 'indie rock', 'lo-fi', 'melancholia', 'noise pop', 'post-rock', 'slow core', 'washington indie']",28,49,77722,alternative rock
3b30b54a-8c69-4630-9153-a8285e3f7754,100.0,tour cd(r),,,eng,Latn,Audrey Chen,21f18600-ed07-45ea-8df0-6325fa45add1,Audrey Chen,,,37569755-4be0-4ea2-9b07-b928cab9db3a,Album,tour cd(r),Album,,,,,,,,,,,CD-R,[],1.0,[],8.0,8.0,1.0,[],Audrey Chen & Id M Theft Able,7.0,"Chen, Audrey",412.0,0.0,tour cd(r),['Unknown'],0,0,0,Unknown
82cc7b89-6abe-465f-ade1-11c7705e3520,100.0,Cancer for Cure,Official,,eng,Latn,El‐P,d9241f5b-721a-4e08-a25a-acd83ed878cc,El‐P,,,0220b631-6580-41c8-a5c8-094d3d464237,Album,Cancer for Cure,Album,2012-05-22,US,2012-05-22,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,76da5b47-69e8-49e7-a2fc-62d296b6224f,Fat Possum Records,Digital Media,[],0.0,[],12.0,12.0,1.0,"[{'count': '1', 'name': 'hip-hop'}]",El‐P,6.0,El‐P,413.0,8.5,Cancer for Cure,"['comedy', 'comic']",44,39,17298,comedy
b6d812ee-cf6d-4b83-8606-5595fe355453,100.0,Valtari,Official,,isl,Latn,Sigur Rós,f6f2326f-6b25-4170-b89d-e235b25508e8,Sigur Rós,,,7c78acfc-3253-42b9-abdf-06085e99d71b,Album,Valtari,Album,2012-05-23,JP,2012-05-23,2db42837-c832-3c27-b4a3-08198f75693c,Japan,Japan,JP,TOCP-71290,753a8b77-b328-4618-addb-4d8243c0bf5e,EMI Music Japan Inc.,CD,[],0.0,[],8.0,8.0,1.0,[],Sigur Rós,7.0,Sigur Rós,414.0,6.1,Valtari,"['bow pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock']",47,64,908193,bow pop
c1650a22-7985-47e8-99e2-54fbe5f4a5bd,100.0,Live from the Underground,Official,None,eng,Latn,Big K.R.I.T.,7e966957-9b0b-4e19-b8a0-4206535d8052,Big K.R.I.T.,,,fc152242-ea51-423e-800e-9eb2204241a3,Album,Live from the Underground,Album,2012-06-05,US,2012-06-05,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,a92d1684-4edb-48aa-b913-30e9da213004,Def Jam Recordings,Digital Media,[],0.0,[],16.0,16.0,1.0,[],Big K.R.I.T.,7.0,Big K.R.I.T.,415.0,7.1,Live from the Underground,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",45,67,567234,alternative hip hop
30be574a-689a-4763-93f0-23dd97bf120d,100.0,Sentenced to Life,Official,None,eng,Latn,Black Breath,e9df4e93-6f7a-448a-a5ac-d30c27a6d22c,Black Breath,,,9f43e48e-3649-4aab-ab39-e6a3bf670f5c,Album,Sentenced to Life,Album,2012-03-27,XW,2012-03-27,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,,3b78c7e5-6292-4f6b-b921-bdcbe681ea27,Southern Lord,Digital Media,[],0.0,[],10.0,10.0,1.0,"[{'count': '1', 'name': 'thrash metal'}, {'count': '1', 'name': 'death metal'}, {'count': '1', 'name': 'metal'}]",Black Breath,8.0,Black Breath,416.0,7.6,Sentenced to Life,"['chaotic hardcore', 'sludge metal']",38,36,23580,chaotic hardcore
9f04e967-02e4-42f1-986c-855197bb7de0,100.0,Celebration Rock,Official,Jewel Case,eng,Latn,Japandroids,2008d65c-31ee-4382-8960-5188523568d5,Japandroids,,,32f90db3-467a-4a31-b36b-e4b73dc0cc78,Album,Celebration Rock,Album,2012,AU,2012,106e0bec-b638-3b37-b731-f53d507dc00e,Australia,Australia,AU,PODCD0776,e444b216-a314-4615-8304-b20f818c9fd4,Pod,CD,[],0.0,[],15.0,15.0,1.0,[],Japandroids,5.0,Japandroids,417.0,8.8,Celebration Rock,"['canadian indie', 'indie rock', 'lo-fi', 'modern alternative rock', 'modern rock', 'noise pop', 'noise rock', 'vancouver indie', 'vancouver punk']",46,45,101300,canadian indie
cf7a6e14-d245-4a52-bb68-7f958f599d28,100.0,Americana,Official,,eng,Latn,Robert Merrill,a591bedb-64ea-438b-a481-136ebed13e53,Robert Merrill,,,f49e15a1-7bfa-46dc-9aca-4ecb9bbcb6ec,Album,Americana,Album,1997-10-06,GB,1997-10-06,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,,add3291c-f49a-4f70-ae1c-66ebb7c72a7b,Phase 4 Stereo,CD,[],0.0,[],11.0,11.0,1.0,[],Robert Merrill,7.0,"Merrill, Robert",418.0,0.0,Americana,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",77,79,3392353,alternative metal
2857ff83-7e6f-454a-8736-e57d9957f361,100.0,WIXIW,Official,None,eng,Latn,Liars,03098741-08b3-4dd7-b3f6-1b0bfa2c879c,Liars,,,d32d7884-c278-46a7-9617-ccab89a23c6a,Album,WIXIW,Album,2012-06-05,US,2012-06-05,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,e0b106a5-4add-4839-9e40-c192457e1bf8,Mute,Digital Media,[],0.0,[],11.0,11.0,1.0,[],Liars,7.0,Liars,419.0,7.8,WIXIW,['dance-punk'],26,43,59276,dance-punk
8f96ddb5-42c2-431c-b63c-9cb198a3b255,100.0,On Acid,Official,None,eng,Latn,Recondite,54152285-386d-4681-8054-fb9c02cecbad,Recondite,,,724f92c7-2662-4a07-b428-01e06aba8849,Album,On Acid,Album,2012-05-14,XW,2012-05-14,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,ATLP01,88078e61-eda7-4e37-8a9f-ce1dbc2b8eab,Acid Test,Digital Media,[],0.0,[],8.0,8.0,1.0,"[{'count': '1', 'name': 'techno'}, {'count': '1', 'name': 'house'}, {'count': '1', 'name': 'electronic'}]",Recondite,8.0,Recondite,420.0,0.0,On Acid,"['ambient techno', 'deep melodic euro house', 'deep techno', 'electronica', 'microhouse', 'minimal techno', 'tech house']",38,52,90087,ambient techno
cfa2acb7-2771-4f16-8d31-8a928d38b713,100.0,There's No Leaving Now,Official,None,eng,Latn,The Tallest Man on Earth,7e35659f-f3bb-4c28-bcf5-47bd5cfa2bca,The Tallest Man on Earth,,,dbd48701-6f3e-4fe0-88aa-5a4043b72c17,Album,There’s No Leaving Now,Album,2012-06-12,US,2012-06-12,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,f70f950f-2587-4f85-a5c7-b483a47bd2e9,Dead Oceans,Digital Media,[],0.0,[],11.0,11.0,1.0,[],The Tallest Man on Earth,8.0,"Tallest Man on Earth, The",421.0,7.1,There's No Leaving Now,"['chamber pop', 'indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",49,64,549103,chamber pop
580c2629-3b2a-46b8-b7bb-85818bb1b39d,100.0,Kin Kin,Official,,,Latn,Ross Daly,32863e48-6b83-4636-a4d3-24d791b982a6,Ross Daly,,,8ab72d0d-8c79-3b2b-b883-71d3289520e7,Album,Kin Kin,Album,2009-10-05,GR,2009-10-05,803db0ca-b6ed-3bbc-aeb8-f89efd0a2168,Greece,Greece,GR,,be9f3a1c-3f71-4259-ace9-d4981e058900,Seistron Music,CD,[],0.0,[],8.0,8.0,1.0,[],Ross Daly,8.0,"Daly, Ross",422.0,0.0,Kin Kin,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",70,73,1427829,album rock
4a4dc6bd-0167-40ae-ad3b-bc3213c42064,100.0,Instrumentals 2,Official,None,eng,Latn,Clams Casino,772a0eb3-fe31-4a08-b583-690296f44900,Clams Casino,,,90712528-f590-4a6d-aba0-14f459425752,Album,Instrumentals 2,Album,2012-06-05,XW,2012-06-05,525d4e18-3d00-31b9-a58b-a146a916de8f,[Worldwide],[Worldwide],XW,,157afde4-4bf5-4039-8ad2-5a15acc85176,[no label],Digital Media,[],0.0,[],14.0,14.0,1.0,[],Clams Casino,7.0,Clams Casino,423.0,7.4,Instrumentals 2,['Unknown'],22,16,27,Unknown
7fc88126-46ec-4983-9be7-b9d4719192ab,100.0,Phantom Antichrist,Official,,eng,Latn,Kreator,39822e8d-f24e-4f07-b51b-28b22e59fbdb,Kreator,,,87514816-3439-4bcf-bc67-8a9b2a11dc86,Single,Phantom Antichrist,Single,2012-04-20,DE,2012-04-20,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,Germany,DE,NB 2873-1,3bc70925-d654-4906-b7c0-5135d993495e,Nuclear Blast,"7"" Vinyl",[],0.0,[],2.0,2.0,1.0,[],Kreator,5.0,Kreator,424.0,0.0,Phantom Antichrist,"['crossover thrash', 'death metal', 'german metal', 'german thrash metal', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'power metal', 'speed metal', 'thrash metal']",42,56,382527,crossover thrash
